time (ms),linescan_near,velocity (m/s)
19439,"[15, 19, 18, 18, 17, 17, 18, 21, 24, 25, 26, 26, 27, 28, 28, 29, 29, 30, 30, 29, 29, 30, 31, 31, 30, 29, 28, 28, 29, 29, 29, 29, 28, 28, 27, 27, 27, 27, 27, 25, 25, 26, 28, 28, 27, 25, 25, 26, 27, 28, 28, 26, 25, 25, 27, 27, 26, 26, 26, 27, 28, 29, 28, 28, 28, 28, 27, 28, 28, 30, 60, 88, 75, 39, 28, 27, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 27, 26, 26, 26, 26, 27, 26, 25, 25, 25, 25, 26, 25, 25, 24, 23, 23, 23, 22, 20, 21, 24, 21, 21, 20, 19, 20, 20, 20]",4.702051163
19454,"[14, 19, 18, 18, 17, 17, 18, 20, 24, 26, 26, 26, 27, 28, 29, 29, 29, 30, 30, 30, 29, 29, 30, 31, 30, 29, 29, 28, 28, 29, 29, 30, 29, 27, 27, 27, 26, 27, 27, 26, 26, 26, 27, 26, 27, 26, 25, 25, 25, 25, 26, 27, 27, 27, 25, 25, 26, 25, 25, 25, 26, 28, 27, 28, 28, 28, 28, 28, 28, 29, 54, 84, 82, 43, 29, 28, 29, 28, 29, 29, 30, 28, 28, 28, 28, 29, 29, 29, 28, 28, 28, 28, 27, 28, 27, 27, 26, 26, 26, 27, 27, 25, 24, 24, 26, 27, 26, 24, 26, 25, 25, 24, 24, 23, 22, 22, 22, 21, 20, 21, 24, 21, 21, 20, 19, 20, 20, 20]",4.702051163
19469,"[14, 18, 18, 18, 17, 17, 18, 21, 24, 26, 26, 27, 27, 26, 28, 28, 29, 29, 30, 30, 30, 29, 29, 29, 29, 29, 28, 27, 27, 26, 26, 27, 27, 27, 26, 26, 26, 25, 25, 25, 26, 26, 27, 27, 26, 26, 26, 26, 26, 26, 26, 26, 27, 26, 27, 26, 25, 26, 26, 25, 25, 26, 26, 27, 28, 29, 28, 27, 28, 29, 38, 74, 90, 51, 28, 28, 28, 29, 28, 27, 28, 28, 27, 26, 27, 27, 27, 28, 29, 28, 26, 27, 27, 25, 26, 26, 27, 26, 25, 26, 26, 27, 26, 23, 24, 25, 27, 26, 24, 26, 25, 25, 24, 24, 23, 22, 22, 21, 20, 21, 23, 22, 21, 20, 19, 20, 20, 20]",4.340354443
19484,"[15, 19, 18, 18, 17, 17, 19, 21, 24, 26, 27, 26, 27, 27, 29, 29, 29, 30, 30, 29, 28, 28, 27, 27, 27, 28, 27, 27, 27, 26, 26, 27, 27, 27, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 27, 26, 26, 26, 27, 26, 27, 26, 26, 27, 27, 26, 27, 27, 26, 26, 27, 28, 29, 29, 27, 28, 37, 73, 91, 53, 27, 28, 28, 29, 30, 29, 27, 27, 29, 27, 27, 26, 27, 27, 27, 28, 29, 27, 26, 27, 25, 26, 26, 27, 26, 25, 25, 26, 27, 26, 24, 24, 26, 28, 25, 24, 26, 25, 25, 24, 23, 23, 22, 21, 19, 21, 23, 22, 21, 20, 19, 20, 20, 20]",4.702051163
19499,"[15, 19, 18, 17, 17, 17, 18, 21, 24, 26, 26, 27, 27, 26, 28, 28, 29, 30, 30, 29, 29, 29, 28, 27, 28, 28, 27, 27, 27, 27, 26, 27, 26, 26, 26, 26, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 28, 28, 28, 28, 27, 27, 27, 27, 27, 28, 27, 27, 27, 26, 26, 26, 25, 27, 29, 30, 30, 30, 68, 91, 58, 29, 27, 27, 27, 28, 30, 30, 28, 27, 28, 28, 27, 25, 27, 26, 27, 28, 29, 27, 26, 27, 26, 26, 27, 26, 27, 24, 25, 26, 27, 26, 24, 24, 26, 27, 24, 25, 25, 25, 25, 24, 23, 23, 21, 20, 22, 23, 22, 21, 20, 19, 20, 20, 20]",4.702051163
19514,"[15, 19, 18, 17, 17, 17, 18, 21, 24, 26, 26, 27, 28, 28, 28, 27, 27, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 28, 27, 28, 27, 27, 28, 27, 27, 27, 27, 27, 28, 27, 26, 27, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 28, 27, 26, 26, 27, 28, 30, 31, 66, 90, 64, 33, 27, 26, 27, 27, 28, 29, 29, 30, 28, 28, 29, 27, 26, 26, 27, 27, 27, 29, 28, 25, 27, 27, 26, 26, 27, 26, 24, 25, 26, 27, 25, 23, 24, 27, 27, 25, 26, 25, 25, 24, 23, 23, 22, 20, 21, 24, 22, 21, 20, 19, 20, 20, 20]",4.702051163
19529,"[14, 19, 18, 17, 16, 17, 18, 21, 24, 26, 26, 27, 28, 27, 27, 27, 27, 28, 27, 27, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28, 29, 29, 29, 29, 30, 30, 30, 29, 29, 29, 29, 29, 30, 29, 28, 29, 29, 29, 28, 29, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 27, 27, 27, 26, 26, 25, 28, 30, 65, 90, 64, 33, 28, 27, 26, 26, 27, 28, 28, 29, 29, 29, 27, 28, 27, 26, 26, 26, 27, 27, 29, 28, 25, 26, 26, 25, 26, 26, 26, 24, 25, 27, 27, 25, 24, 26, 27, 27, 24, 25, 25, 24, 23, 23, 22, 20, 21, 24, 22, 21, 20, 19, 20, 20, 20]",4.702051163
19544,"[15, 19, 18, 17, 16, 17, 18, 21, 24, 26, 26, 28, 28, 27, 27, 27, 27, 27, 27, 27, 28, 30, 30, 31, 31, 31, 30, 31, 30, 29, 29, 30, 29, 29, 29, 29, 28, 29, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 26, 26, 26, 27, 33, 69, 90, 56, 29, 27, 27, 27, 25, 26, 27, 28, 28, 28, 30, 28, 26, 27, 27, 26, 25, 26, 26, 27, 27, 27, 25, 26, 26, 26, 26, 26, 25, 24, 25, 26, 26, 24, 24, 26, 28, 25, 25, 25, 24, 23, 22, 21, 20, 21, 23, 21, 21, 20, 19, 20, 20, 20]",4.702051163
19559,"[14, 19, 18, 17, 16, 17, 18, 21, 24, 26, 26, 27, 28, 27, 27, 27, 27, 28, 27, 27, 28, 29, 30, 30, 29, 30, 29, 29, 30, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30, 29, 30, 29, 29, 29, 29, 28, 28, 26, 25, 25, 25, 26, 27, 28, 28, 27, 27, 28, 27, 28, 27, 28, 27, 27, 26, 27, 41, 75, 88, 50, 30, 27, 27, 29, 28, 27, 26, 27, 27, 28, 29, 29, 29, 27, 27, 28, 26, 25, 26, 26, 26, 28, 28, 26, 26, 27, 25, 26, 27, 26, 25, 25, 26, 26, 24, 24, 27, 27, 25, 25, 24, 23, 22, 21, 20, 21, 23, 21, 21, 20, 19, 20, 20, 20]",4.340354443
19574,"[15, 19, 18, 17, 17, 17, 18, 21, 24, 26, 26, 27, 28, 27, 27, 27, 28, 28, 28, 27, 27, 28, 30, 31, 31, 30, 30, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 28, 28, 26, 25, 25, 25, 26, 27, 28, 27, 28, 28, 28, 28, 27, 28, 28, 28, 27, 27, 55, 85, 78, 40, 28, 28, 27, 26, 27, 27, 26, 25, 26, 26, 27, 27, 28, 28, 26, 26, 27, 25, 24, 25, 26, 26, 27, 26, 25, 26, 25, 24, 25, 25, 25, 25, 25, 26, 25, 24, 25, 25, 25, 24, 23, 22, 22, 21, 20, 21, 23, 21, 21, 20, 19, 20, 20, 20]",4.702051163
19589,"[15, 19, 18, 18, 17, 17, 18, 21, 24, 25, 26, 26, 28, 28, 28, 27, 27, 28, 28, 27, 26, 27, 29, 29, 29, 29, 29, 29, 30, 29, 29, 30, 29, 30, 29, 29, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 27, 27, 28, 27, 27, 28, 27, 26, 24, 24, 24, 24, 26, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 29, 58, 85, 74, 38, 25, 26, 27, 27, 27, 26, 27, 26, 26, 26, 26, 27, 27, 27, 27, 26, 26, 27, 26, 26, 26, 25, 25, 26, 25, 26, 25, 25, 25, 25, 25, 23, 23, 24, 26, 25, 25, 25, 25, 24, 23, 22, 22, 21, 20, 21, 24, 22, 21, 20, 19, 19, 20, 20]",4.702051163
19604,"[15, 19, 18, 18, 17, 17, 18, 21, 24, 25, 26, 26, 28, 28, 27, 27, 27, 28, 28, 27, 26, 26, 27, 28, 29, 30, 29, 29, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 27, 27, 27, 28, 29, 28, 27, 25, 27, 27, 26, 26, 26, 26, 25, 25, 26, 26, 26, 24, 26, 60, 87, 66, 32, 24, 24, 26, 26, 26, 27, 26, 26, 27, 26, 26, 25, 25, 26, 26, 27, 26, 26, 26, 26, 26, 25, 24, 23, 23, 26, 26, 26, 26, 26, 26, 24, 23, 23, 25, 26, 26, 26, 26, 25, 24, 23, 23, 21, 20, 21, 23, 22, 21, 20, 19, 20, 20, 20]",4.702051163
19619,"[14, 19, 18, 18, 17, 17, 18, 21, 24, 25, 26, 26, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 26, 26, 27, 27, 28, 28, 28, 27, 27, 27, 28, 29, 28, 27, 28, 28, 27, 27, 26, 27, 28, 29, 28, 26, 26, 28, 26, 25, 25, 26, 26, 27, 27, 28, 27, 25, 26, 27, 25, 25, 25, 25, 24, 24, 24, 26, 26, 25, 62, 86, 69, 34, 24, 24, 24, 24, 26, 25, 26, 26, 26, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 26, 26, 26, 24, 24, 24, 25, 26, 26, 26, 25, 25, 24, 23, 23, 24, 25, 25, 25, 24, 23, 23, 22, 21, 20, 21, 23, 21, 21, 20, 19, 20, 20, 20]",4.340354443
19634,"[14, 18, 18, 17, 17, 17, 18, 21, 24, 25, 26, 26, 27, 26, 27, 26, 27, 27, 26, 26, 27, 28, 28, 29, 28, 27, 25, 25, 25, 25, 24, 25, 25, 27, 28, 27, 27, 27, 27, 26, 25, 26, 27, 27, 28, 28, 27, 26, 27, 27, 26, 25, 26, 26, 27, 28, 27, 28, 27, 25, 26, 26, 25, 25, 25, 25, 24, 25, 25, 27, 58, 85, 71, 36, 24, 23, 24, 24, 25, 25, 26, 25, 25, 25, 26, 26, 26, 26, 26, 26, 26, 26, 25, 26, 26, 26, 26, 26, 24, 23, 23, 25, 26, 26, 27, 26, 26, 24, 23, 23, 26, 26, 26, 25, 24, 23, 23, 21, 20, 21, 23, 22, 21, 20, 18, 20, 20, 20]",4.702051163
19649,"[14, 19, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 27, 27, 27, 26, 26, 26, 27, 28, 29, 29, 28, 28, 27, 27, 26, 26, 26, 26, 26, 27, 27, 28, 28, 27, 27, 27, 26, 25, 26, 26, 27, 28, 28, 27, 26, 27, 27, 26, 25, 26, 26, 26, 27, 28, 29, 28, 26, 26, 27, 25, 25, 25, 25, 25, 25, 27, 61, 88, 64, 30, 24, 24, 23, 22, 23, 24, 25, 25, 26, 27, 27, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 25, 25, 25, 24, 24, 23, 23, 25, 26, 26, 26, 26, 25, 23, 23, 24, 25, 25, 24, 23, 23, 22, 21, 20, 21, 23, 21, 21, 20, 19, 20, 20, 20]",4.702051163
19664,"[14, 19, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 28, 28, 28, 27, 26, 25, 26, 27, 28, 28, 28, 28, 28, 28, 29, 28, 28, 28, 26, 26, 27, 27, 28, 29, 27, 26, 28, 27, 26, 26, 27, 27, 27, 27, 28, 26, 25, 27, 26, 26, 25, 26, 26, 27, 28, 29, 29, 27, 26, 27, 27, 26, 25, 27, 26, 28, 69, 88, 58, 28, 24, 25, 25, 24, 23, 23, 24, 25, 26, 26, 26, 26, 26, 26, 26, 27, 27, 27, 26, 26, 26, 27, 27, 27, 27, 26, 24, 23, 24, 26, 26, 27, 27, 26, 25, 23, 24, 25, 26, 25, 24, 23, 23, 22, 20, 21, 23, 21, 21, 20, 18, 20, 20, 20]",4.340354443
19679,"[16, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 27, 28, 29, 29, 27, 25, 25, 26, 28, 29, 28, 29, 29, 28, 28, 29, 28, 28, 27, 27, 26, 27, 27, 28, 29, 28, 27, 27, 27, 26, 26, 26, 27, 27, 28, 28, 27, 26, 28, 28, 26, 26, 26, 26, 28, 27, 29, 29, 28, 26, 27, 27, 26, 26, 27, 36, 70, 87, 51, 27, 26, 25, 25, 25, 24, 24, 24, 24, 27, 26, 26, 26, 26, 27, 26, 26, 25, 26, 26, 26, 26, 26, 26, 25, 25, 25, 25, 24, 24, 24, 25, 25, 25, 25, 25, 24, 24, 24, 25, 24, 23, 22, 22, 21, 20, 21, 23, 21, 21, 20, 18, 20, 20, 20]",4.702051163
19694,"[14, 18, 18, 17, 16, 16, 18, 21, 24, 25, 26, 26, 27, 27, 27, 27, 28, 29, 27, 25, 24, 25, 26, 29, 29, 30, 29, 29, 29, 29, 28, 28, 28, 27, 26, 27, 27, 27, 28, 29, 28, 27, 28, 27, 26, 25, 26, 27, 27, 28, 29, 28, 26, 27, 27, 26, 26, 26, 27, 26, 27, 28, 29, 29, 26, 26, 28, 26, 27, 54, 85, 76, 39, 27, 27, 27, 25, 24, 26, 25, 25, 24, 24, 26, 26, 26, 25, 25, 25, 25, 25, 26, 25, 25, 24, 25, 25, 25, 24, 24, 24, 25, 25, 25, 25, 25, 25, 24, 25, 24, 24, 25, 24, 23, 22, 22, 21, 21, 19, 20, 23, 21, 21, 20, 19, 19, 19, 20]",4.702051163
19709,"[15, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 28, 28, 29, 30, 29, 27, 26, 25, 26, 28, 28, 29, 29, 29, 28, 28, 28, 29, 27, 27, 27, 26, 26, 27, 26, 27, 28, 28, 26, 27, 27, 26, 25, 26, 26, 26, 28, 29, 28, 26, 26, 28, 27, 26, 26, 26, 26, 27, 28, 28, 29, 27, 26, 27, 30, 66, 87, 58, 29, 25, 25, 27, 27, 24, 24, 25, 25, 24, 24, 24, 26, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 22, 22, 21, 20, 20, 20, 23, 21, 21, 20, 18, 19, 20, 20]",4.340354443
19724,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 28, 28, 29, 29, 29, 29, 26, 25, 25, 25, 28, 29, 29, 29, 29, 29, 28, 28, 27, 26, 26, 26, 25, 25, 25, 25, 25, 25, 26, 25, 25, 25, 25, 25, 25, 25, 26, 27, 29, 28, 27, 26, 27, 28, 26, 25, 27, 27, 27, 27, 29, 29, 27, 26, 39, 74, 86, 48, 27, 26, 25, 25, 26, 27, 25, 25, 25, 25, 25, 25, 26, 24, 23, 24, 25, 24, 24, 24, 24, 25, 26, 26, 25, 25, 24, 23, 23, 23, 24, 24, 24, 23, 23, 23, 23, 23, 24, 23, 23, 22, 21, 21, 21, 20, 20, 20, 23, 21, 21, 20, 18, 19, 19, 20]",4.702051163
19739,"[14, 19, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 28, 28, 29, 30, 30, 30, 28, 25, 24, 24, 25, 27, 28, 28, 28, 28, 28, 28, 27, 29, 27, 27, 27, 26, 26, 26, 26, 27, 28, 28, 27, 27, 27, 27, 26, 26, 26, 26, 27, 27, 27, 26, 26, 27, 27, 27, 26, 27, 26, 26, 27, 25, 26, 26, 53, 86, 76, 40, 26, 26, 26, 25, 26, 25, 26, 26, 26, 25, 25, 26, 26, 26, 25, 23, 24, 25, 24, 24, 24, 24, 24, 26, 26, 24, 25, 24, 22, 23, 23, 23, 24, 23, 23, 22, 23, 22, 23, 22, 21, 21, 20, 20, 21, 20, 19, 20, 23, 21, 21, 20, 18, 19, 19, 20]",4.340354443
19754,"[18, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 28, 28, 28, 28, 29, 30, 30, 29, 29, 26, 25, 25, 25, 27, 27, 27, 26, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 26, 26, 26, 27, 26, 26, 26, 27, 27, 27, 27, 27, 27, 27, 28, 27, 28, 27, 27, 27, 27, 27, 26, 28, 59, 86, 67, 34, 26, 26, 26, 25, 26, 25, 26, 26, 26, 25, 25, 25, 25, 25, 25, 24, 22, 23, 24, 23, 23, 24, 24, 24, 25, 26, 24, 25, 23, 22, 23, 22, 23, 24, 23, 23, 23, 23, 23, 23, 23, 22, 21, 20, 21, 20, 19, 20, 22, 21, 20, 20, 18, 19, 19, 20]",4.702051163
19769,"[14, 18, 18, 16, 16, 16, 18, 21, 24, 25, 26, 26, 28, 28, 29, 29, 29, 29, 29, 29, 28, 27, 28, 27, 26, 26, 28, 29, 27, 26, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 25, 25, 26, 26, 26, 26, 26, 25, 26, 26, 27, 26, 26, 26, 26, 26, 26, 26, 26, 27, 52, 82, 77, 40, 26, 26, 25, 26, 26, 26, 26, 25, 26, 26, 25, 25, 25, 25, 25, 25, 24, 23, 23, 24, 24, 24, 23, 24, 24, 25, 26, 24, 24, 23, 21, 21, 21, 21, 22, 22, 23, 22, 22, 22, 22, 21, 20, 19, 20, 19, 19, 20, 22, 21, 20, 20, 18, 19, 19, 20]",4.702051163
19784,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 27, 28, 27, 27, 28, 28, 29, 28, 28, 28, 27, 27, 28, 27, 25, 26, 28, 28, 26, 26, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 26, 27, 27, 26, 28, 26, 26, 26, 27, 27, 27, 27, 27, 28, 39, 73, 86, 48, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 25, 24, 22, 24, 24, 23, 23, 24, 24, 24, 26, 23, 24, 24, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 21, 20, 20, 20, 20, 20, 23, 21, 20, 20, 18, 19, 19, 20]",4.340354443
19799,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 28, 27, 27, 28, 28, 29, 28, 27, 28, 28, 27, 27, 28, 26, 24, 25, 28, 29, 26, 26, 27, 27, 26, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 28, 27, 28, 27, 27, 27, 28, 29, 64, 87, 63, 31, 26, 26, 26, 26, 25, 26, 26, 26, 26, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 22, 23, 24, 23, 23, 23, 24, 24, 24, 23, 24, 24, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 22, 21, 21, 20, 19, 20, 22, 21, 21, 20, 18, 19, 19, 20]",4.702051163
19814,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 25, 25, 24, 24, 24, 28, 29, 28, 28, 28, 28, 28, 27, 27, 28, 27, 26, 26, 27, 27, 26, 25, 26, 26, 26, 26, 27, 27, 27, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 28, 28, 27, 28, 28, 28, 28, 27, 28, 27, 27, 26, 27, 27, 51, 80, 82, 43, 26, 25, 25, 25, 25, 25, 25, 26, 25, 25, 25, 25, 25, 24, 24, 24, 24, 24, 25, 25, 24, 22, 24, 23, 23, 23, 24, 24, 25, 24, 24, 25, 23, 24, 24, 25, 25, 25, 25, 24, 24, 23, 23, 22, 21, 20, 21, 23, 21, 21, 20, 18, 19, 19, 20]",4.702051163
19829,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 28, 27, 27, 27, 28, 30, 29, 29, 28, 28, 28, 27, 26, 28, 27, 26, 25, 26, 27, 29, 26, 25, 26, 26, 26, 25, 26, 26, 26, 26, 26, 26, 26, 26, 27, 27, 27, 27, 27, 26, 27, 27, 27, 27, 26, 27, 27, 27, 28, 28, 28, 28, 28, 27, 27, 27, 28, 45, 76, 85, 47, 27, 26, 25, 26, 26, 26, 25, 26, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 24, 24, 25, 25, 24, 25, 23, 23, 24, 23, 23, 24, 24, 24, 24, 24, 24, 26, 27, 27, 26, 25, 24, 24, 23, 22, 20, 19, 20, 22, 21, 21, 20, 18, 19, 20, 20]",4.340354443
19844,"[14, 18, 18, 17, 16, 16, 18, 21, 24, 25, 26, 26, 27, 28, 28, 27, 28, 29, 30, 29, 28, 26, 26, 27, 26, 25, 27, 28, 26, 25, 25, 27, 28, 28, 24, 25, 27, 26, 25, 26, 27, 28, 28, 28, 28, 28, 28, 29, 28, 28, 28, 29, 28, 28, 28, 28, 28, 27, 28, 27, 28, 28, 27, 27, 27, 27, 26, 27, 27, 29, 64, 86, 61, 31, 27, 26, 25, 24, 25, 25, 26, 24, 25, 24, 25, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 24, 24, 23, 23, 23, 24, 25, 25, 24, 24, 24, 26, 26, 27, 27, 26, 25, 24, 24, 23, 21, 20, 20, 22, 21, 21, 20, 18, 19, 19, 20]",4.702051163
19859,"[15, 19, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 28, 28, 27, 27, 28, 29, 29, 28, 28, 27, 26, 26, 26, 26, 26, 27, 26, 25, 25, 26, 27, 28, 27, 25, 27, 27, 26, 26, 27, 28, 27, 27, 27, 27, 27, 28, 27, 27, 28, 28, 27, 27, 27, 27, 28, 28, 27, 28, 28, 28, 28, 28, 28, 28, 28, 27, 29, 52, 81, 79, 42, 28, 28, 28, 26, 26, 27, 26, 26, 26, 26, 26, 27, 28, 27, 26, 26, 27, 25, 25, 26, 26, 27, 28, 25, 22, 22, 22, 22, 22, 22, 23, 23, 22, 24, 25, 25, 25, 25, 25, 24, 23, 23, 22, 22, 20, 20, 22, 21, 20, 20, 18, 19, 19, 19]",4.340354443
19874,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 26, 27, 27, 28, 27, 27, 28, 29, 29, 29, 28, 28, 27, 27, 27, 26, 26, 26, 27, 27, 26, 25, 26, 27, 28, 27, 25, 26, 27, 26, 26, 27, 28, 28, 28, 27, 27, 27, 26, 27, 27, 27, 27, 26, 26, 26, 26, 26, 26, 26, 27, 26, 26, 28, 28, 25, 26, 27, 26, 47, 79, 82, 43, 27, 26, 28, 26, 25, 25, 26, 25, 24, 24, 25, 24, 25, 25, 25, 24, 24, 24, 23, 24, 23, 23, 24, 24, 23, 23, 22, 22, 22, 22, 23, 23, 23, 23, 25, 26, 27, 26, 26, 25, 24, 23, 23, 21, 20, 20, 22, 21, 21, 20, 18, 19, 19, 20]",4.702051163
19889,"[14, 18, 18, 16, 16, 16, 18, 20, 24, 25, 26, 26, 27, 27, 27, 27, 28, 28, 28, 29, 29, 28, 28, 28, 27, 27, 27, 27, 27, 27, 26, 25, 24, 23, 24, 26, 27, 27, 27, 27, 27, 27, 27, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 25, 24, 26, 25, 24, 24, 25, 23, 24, 24, 25, 25, 25, 24, 26, 54, 82, 73, 36, 24, 24, 25, 25, 25, 24, 24, 24, 24, 23, 23, 23, 23, 23, 24, 24, 23, 22, 24, 23, 23, 23, 23, 23, 23, 23, 22, 22, 22, 21, 21, 21, 22, 22, 23, 25, 26, 26, 25, 25, 24, 23, 22, 21, 20, 20, 23, 21, 20, 20, 18, 19, 19, 20]",4.340354443
19904,"[15, 18, 18, 17, 16, 16, 18, 21, 24, 25, 26, 26, 27, 27, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 26, 25, 25, 24, 24, 24, 25, 27, 28, 28, 28, 27, 27, 27, 26, 25, 24, 25, 26, 25, 24, 25, 25, 25, 25, 26, 26, 26, 25, 26, 26, 24, 24, 24, 24, 24, 24, 24, 25, 25, 33, 67, 85, 50, 25, 24, 24, 24, 25, 24, 24, 24, 23, 24, 24, 23, 23, 23, 23, 23, 24, 24, 23, 22, 24, 23, 23, 23, 23, 23, 24, 23, 22, 22, 22, 23, 23, 23, 23, 23, 24, 27, 26, 26, 26, 24, 24, 23, 22, 20, 20, 23, 21, 21, 20, 18, 19, 19, 20]",4.702051163
19919,"[14, 18, 18, 17, 16, 16, 18, 21, 23, 24, 26, 26, 27, 26, 26, 26, 27, 27, 28, 27, 27, 28, 28, 27, 26, 26, 26, 27, 27, 27, 26, 26, 24, 24, 23, 23, 24, 26, 27, 27, 28, 27, 28, 27, 27, 25, 24, 25, 26, 25, 25, 25, 25, 25, 25, 26, 27, 26, 25, 25, 26, 24, 24, 23, 23, 24, 24, 25, 26, 58, 86, 66, 33, 24, 24, 24, 24, 24, 24, 24, 25, 24, 23, 24, 24, 23, 23, 23, 23, 24, 24, 24, 22, 22, 22, 22, 22, 22, 22, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 23, 25, 25, 25, 25, 24, 23, 23, 21, 20, 20, 23, 21, 21, 20, 18, 19, 19, 19]",4.340354443
19934,"[15, 18, 18, 17, 16, 17, 18, 21, 24, 25, 25, 25, 27, 26, 25, 26, 27, 27, 28, 27, 28, 28, 27, 27, 27, 28, 27, 28, 28, 27, 27, 28, 25, 24, 24, 24, 23, 24, 26, 27, 27, 27, 27, 27, 27, 28, 26, 25, 24, 26, 25, 25, 25, 25, 25, 26, 26, 27, 28, 25, 25, 28, 25, 23, 23, 23, 23, 24, 40, 74, 81, 43, 23, 23, 23, 23, 23, 23, 23, 24, 25, 24, 24, 23, 24, 24, 23, 23, 23, 24, 24, 24, 24, 23, 23, 23, 23, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 25, 26, 26, 25, 24, 23, 23, 22, 20, 20, 23, 21, 21, 20, 18, 18, 19, 20]",4.702051163
19949,"[14, 18, 18, 17, 16, 16, 18, 21, 24, 25, 26, 26, 27, 26, 26, 26, 27, 28, 28, 28, 28, 27, 27, 28, 27, 27, 27, 27, 27, 28, 28, 28, 27, 25, 23, 24, 23, 24, 25, 27, 28, 28, 29, 28, 28, 28, 28, 28, 25, 24, 25, 25, 25, 25, 25, 25, 26, 26, 27, 26, 25, 26, 26, 25, 24, 23, 24, 27, 63, 86, 54, 27, 24, 23, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 24, 24, 24, 23, 23, 23, 24, 24, 24, 24, 23, 23, 23, 22, 22, 23, 23, 24, 24, 24, 23, 23, 24, 24, 24, 24, 25, 25, 24, 23, 22, 22, 21, 20, 19, 20, 23, 21, 21, 20, 19, 19, 19, 20]",4.340354443
